iter	Logloss
691	0.2884395183
692	0.2883083283
693	0.288157368
694	0.2880167652
695	0.2878871383
696	0.287781336
697	0.2876790452
698	0.2875912716
699	0.2875060321
700	0.2872067222
701	0.2870944115
702	0.2868732493
703	0.2865867557
704	0.2865365029
705	0.2863830868
706	0.2861760566
707	0.2859950265
708	0.285884187
709	0.2857331507
710	0.2855721472
711	0.2853515433
712	0.2852035986
713	0.285091072
714	0.2849391913
715	0.2847587784
716	0.2846371216
717	0.2844918527
718	0.2843674873
719	0.2842648454
720	0.2840688866
721	0.2839679588
722	0.2837465848
723	0.2836411165
724	0.283456806
725	0.2833447849
726	0.2831387755
727	0.2829929888
728	0.2828373303
729	0.2826686692
730	0.2825330003
731	0.2823258671
732	0.2821837366
733	0.2820470135
734	0.2819199165
735	0.2816995928
736	0.2815526495
737	0.2813289215
738	0.281181611
739	0.2810754429
740	0.2808416207
741	0.2806246233
742	0.2805338826
743	0.2804446727
744	0.2802764842
745	0.2801757084
746	0.2800099192
747	0.2798624694
748	0.279717791
749	0.2795446953
750	0.2794281347
751	0.2792354391
752	0.2790567998
753	0.2789811205
754	0.2788647747
755	0.2787515961
756	0.2785397062
757	0.2784351794
758	0.2782323855
759	0.2781101439
760	0.2780074975
761	0.2778754589
762	0.2777697376
763	0.2775966916
764	0.2774633168
765	0.2773457126
766	0.277218504
767	0.2771360089
768	0.2769497575
769	0.2768070034
770	0.2766775082
771	0.2764522657
772	0.2762212214
773	0.2760405911
774	0.2759021727
775	0.2757782314
776	0.2757210905
777	0.2756593769
778	0.275578501
779	0.2754921028
780	0.2753495653
781	0.2751929648
782	0.2750698321
783	0.2748885212
784	0.2747061866
785	0.2745128977
786	0.2743838275
787	0.2743036365
788	0.2742275869
789	0.2740795297
790	0.2739633887
791	0.2738361622
792	0.2737872228
793	0.2736128159
794	0.2734747958
795	0.2733647817
796	0.2731799889
797	0.2730418477
798	0.2728930112
799	0.2727763544
800	0.2725761051
801	0.2724317077
802	0.2722880413
803	0.272206875
804	0.2721465983
805	0.2720438848
806	0.2719624761
807	0.2718271722
808	0.2716829812
809	0.2715494804
810	0.2713824742
811	0.2712582423
812	0.2711526776
813	0.2710195726
814	0.2708562136
815	0.2707336662
